Region,Country,ProvState,Station,WMO.,Lat,Long,Elev,StdP,TZ,TZCode,ColdestMonth,DB990,WS_DB996,WD_DB996,HottestMonth,DBR,DB010,WB_DB010,WS_DB004,WD_DB004,taub,taud
2,JPN,,NAGOYA,476360,35.17,136.97,56,100.65,9,JPN,1,-0.3,2.6,340,8,7.6,33.2,24.5,3.7,300,0.482,2.151
2,JPN,,IIDA,476370,35.52,137.82,529,95.13,9,JPN,1,-5,1.1,50,8,9.5,31.6,22.7,3.9,180,0.463,2.183
2,JPN,,KOFU,476380,35.67,138.55,281,97.99,9,JPN,1,-2.9,1.1,300,8,8.8,33,23.8,3.9,220,0.481,2.15
2,JPN,,FUJISAN,476390,35.37,138.73,3773,63.49,9,JPN,1,-26.7,18,300,8,5,10.1,4.6,3.3,230,0.26,2.601
2,JPN,,KAWAGUCHIKO,476400,35.5,138.77,861,91.4,9,JPN,1,-7,1.3,270,8,8.7,28.8,21.8,2.7,270,0.445,2.204
2,JPN,,CHICHIBU,476410,35.98,139.07,234,98.55,9,JPN,1,-4.7,0.8,210,8,8.7,32.7,24.8,2.8,110,0.478,2.146
2,JPN,,YOKOTA AB,476420,35.75,139.35,142,99.63,9,JPN,1,-2.2,1.6,260,8,8,32.2,25,4.1,160,0.486,2.124
2,JPN,,IRUMA AB,476430,35.83,139.42,93,100.21,9,JPN,1,-2.2,1.6,260,8,7.8,32.4,25,4.3,170,0.494,2.096
2,JPN,,CHOSHI,476480,35.73,140.85,28,100.99,9,JPN,1,1.5,5.6,290,8,4.4,29,25.4,6.2,200,0.467,2.224
2,JPN,,UENO,476490,34.77,136.15,161,99.41,9,JPN,1,-2.1,1.4,160,8,9,32.7,24.4,3.9,270,0.461,2.205
2,JPN,,TSU,476510,34.73,136.52,18,101.11,9,JPN,1,0.9,4.2,280,8,5.9,32.4,25.3,5.1,320,0.465,2.204
2,JPN,,IRAKO,476530,34.63,137.1,8,101.23,9,JPN,1,1.7,4.8,340,8,6.1,31.4,25.2,4.3,280,0.481,2.161
2,JPN,,HAMAMATSU,476540,34.72,137.72,33,100.93,9,JPN,1,1.1,4.3,290,8,6.3,31.4,25.1,4.9,270,0.482,2.168
2,JPN,,OMAEZAKI,476550,34.6,138.22,47,100.76,9,JPN,1,1.2,6.3,290,8,4.6,29.5,25.4,5.1,240,0.482,2.174
2,JPN,,SHIZUOKA,476560,34.98,138.4,15,101.14,9,JPN,1,1,1.5,300,8,6.3,31.6,25.1,3.9,230,0.502,2.112
2,JPN,,MISHIMA,476570,35.12,138.93,22,101.06,9,JPN,1,-0.9,1,110,8,7.3,31.9,25,3.7,270,0.501,2.111
2,JPN,,SHIZUHAMA AB,476580,34.82,138.3,10,101.2,9,JPN,1,0.8,4.1,270,8,6.2,31.1,25.7,6.1,240,0.484,2.17
2,JPN,,TOKYO,476620,35.68,139.77,36,100.89,9,JPN,1,1.7,3.7,340,8,5.8,32.2,24.7,4,220,0.502,2.073
2,JPN,,OWASE,476630,34.07,136.2,27,101,9,JPN,1,0.6,1.8,270,8,6.4,31.3,24.9,4.4,70,0.465,2.223
2,JPN,,IROZAKI,476660,34.6,138.85,56,100.65,9,JPN,1,3.9,5.7,280,8,3.9,29,25.8,3.5,240,0.481,2.174
2,JPN,,AJIRO,476680,35.05,139.1,68,100.51,9,JPN,1,2.7,3.7,250,8,5.5,31,25.3,3.9,250,0.491,2.137
2,JPN,,YOKOHAMA,476700,35.43,139.65,42,100.82,9,JPN,1,1.4,4.1,0,8,5.8,31.3,24.9,4.5,170,0.51,2.05
2,JPN,,TOKYO INTERNATIONAL,476710,35.55,139.78,9,101.22,9,JPN,1,1.8,4.8,350,8,5.8,31.8,25.3,6.9,180,0.504,2.078
2,JPN,,TATEYAMA,476720,34.98,139.87,7,101.24,9,JPN,1,-0.4,1.7,160,8,6.2,30.5,25.5,4.1,210,0.491,2.147
2,JPN,,KATSUURA,476740,35.15,140.32,13,101.17,9,JPN,1,1.4,3.2,340,8,4.7,28.9,25.5,3.4,200,0.474,2.2
2,JPN,,OSHIMA,476750,34.75,139.38,79,100.38,9,JPN,2,2.3,4.4,80,8,5.1,29.2,25.3,5.1,210,0.473,2.2
2,JPN,,MIYAKEJIMA,476770,34.12,139.52,37,100.88,9,JPN,2,5.4,5.6,170,8,4,29.2,25.7,5.1,240,0.475,2.219
2,JPN,,HACHIJOJIMA,476780,33.12,139.78,80,100.37,9,JPN,2,6,6.2,280,8,4.3,29.2,25.7,4.4,240,0.437,2.369
2,JPN,,ATSUGI NAS,476790,35.45,139.45,65,100.55,9,JPN,1,0,2.3,0,8,6.5,31.9,25,5.3,190,0.509,2.045
2,JPN,,HAMAMATSU AB,476810,34.75,137.7,48,100.75,9,JPN,1,0.1,4,280,8,6.8,31.2,25.2,5.9,260,0.482,2.169
2,JPN,,CHIBA,476820,35.6,140.1,19,101.1,9,JPN,1,1.3,3.5,340,8,6,31.4,25.4,5.6,230,0.488,2.129
2,JPN,,YOKKAICHI,476840,34.93,136.58,56,100.65,9,JPN,1,-0.8,2,250,8,7.3,31.9,25.1,2.9,150,0.464,2.204
2,JPN,,NEW TOKYO INTERNATI,476860,35.77,140.38,44,100.8,9,JPN,1,-2.8,1.7,310,8,7.3,31.1,25.5,4.7,220,0.472,2.181
2,JPN,,TATEYAMA AB,476880,34.98,139.83,6,101.25,9,JPN,1,1.8,2.3,140,8,5.8,30.2,25.9,5,210,0.491,2.147
2,JPN,,NIKKO,476900,36.73,139.5,1294,86.72,9,JPN,1,-9.6,3.8,260,8,6.3,23.7,19.7,3,90,0.392,2.311
2,JPN,,YOKOSUKA FWF,476960,35.28,139.67,53,100.69,9,JPN,1,2.8,4.8,330,8,6.1,32,25.1,3.4,210,0.51,2.056
2,JPN,,KOMATSU AB,477040,36.4,136.4,9,101.22,9,JPN,1,-1.1,2.7,180,8,7.4,31.9,24.7,5.9,210,0.465,2.217
2,JPN,,HYAKURI AB,477150,36.18,140.42,35,100.91,9,JPN,1,-5,1.1,10,8,7.6,31,26,4.8,210,0.478,2.154
2,JPN,,SHIMOFUSA AB,477270,35.8,140.02,33,100.93,9,JPN,1,-1,1.8,310,8,7.1,32.1,25.2,4.1,180,0.488,2.129
2,JPN,,SAIGO,477400,36.2,133.33,31,100.95,9,JPN,1,-0.8,3,310,8,6.1,30.2,25,4.1,250,0.459,2.267
2,JPN,,MATSUE,477410,35.45,133.07,23,101.05,9,JPN,1,-0.2,3.6,270,8,6.9,31.9,25.3,4.5,270,0.465,2.223
2,JPN,,SAKAI,477420,35.55,133.23,3,101.29,9,JPN,1,0.2,2.5,270,8,6.7,32.4,25.3,3.7,250,0.466,2.222
2,JPN,,MIHO AB,477430,35.48,133.23,9,101.22,9,JPN,1,-0.1,4.9,180,8,6.9,32,25.4,5.6,260,0.466,2.218
2,JPN,,YONAGO,477440,35.43,133.33,9,101.22,9,JPN,1,-0.2,3.1,160,8,7.1,32.6,25.1,4.7,280,0.466,2.218
2,JPN,,TOTTORI,477460,35.48,134.23,16,101.13,9,JPN,1,-0.5,3.6,120,8,8.2,32.8,24.8,4.4,190,0.465,2.211
2,JPN,,TOYOOKA,477470,35.53,134.82,4,101.28,9,JPN,1,-1.3,1.3,130,8,9,33.4,25.1,3.4,160,0.465,2.211
2,JPN,,MAIZURU,477500,35.45,135.32,22,101.06,9,JPN,1,-0.9,1.9,230,8,8.1,32.7,24.9,3.5,20,0.464,2.21
2,JPN,,HAGI,477540,34.42,131.4,7,101.24,9,JPN,1,1,4.3,160,8,6.8,31.9,25.5,4.3,160,0.466,2.223
2,JPN,,HAMADA,477550,34.9,132.07,20,101.08,9,JPN,1,1.1,4.9,60,8,6.2,30.7,25.5,3.8,250,0.465,2.222
2,JPN,,TSUYAMA,477560,35.07,134.02,147,99.57,9,JPN,1,-2.9,1.4,270,8,9.1,32.3,24.8,2.7,140,0.462,2.21
2,JPN,,KYOTO,477590,35.02,135.73,46,100.77,9,JPN,1,0.1,1.5,260,8,8,33.7,24.4,3,200,0.464,2.204
2,JPN,,HIKONE,477610,35.28,136.25,89,100.26,9,JPN,1,-0.4,3.4,150,8,7.2,32.1,25,3.4,310,0.463,2.204
2,JPN,,SHIMONOSEKI,477620,33.95,130.93,19,101.1,9,JPN,1,2.7,5.6,280,8,4.8,31.1,25.3,3.7,110,0.466,2.218
2,JPN,,IWAKUNI MCAS,477641,34.15,132.23,2,101.3,9,JPN,1,0,2.7,320,8,6.2,31,25.7,3.8,180,0.472,2.183
2,JPN,,HIROSHIMA,477650,34.4,132.47,53,100.69,9,JPN,1,0.2,3.7,10,8,6.9,32.7,25.1,4.6,220,0.453,2.232
2,JPN,,KURE,477660,34.23,132.55,5,101.26,9,JPN,1,1.1,2.6,40,8,5.8,31.6,25,3.1,240,0.472,2.177
2,JPN,,FUKUYAMA,477670,34.45,133.25,3,101.29,9,JPN,1,-1.5,1.3,30,8,8.2,33,25.3,3.1,180,0.472,2.176
2,JPN,,OKAYAMA,477680,34.67,133.92,18,101.11,9,JPN,1,-0.1,2.9,260,8,7.2,33.5,25,4.1,230,0.47,2.176
2,JPN,,HIMEJI,477690,34.83,134.67,40,100.85,9,JPN,1,-1.2,2.8,330,8,7.6,32.5,25.3,4.2,210,0.469,2.182
2,JPN,,KOBE,477700,34.7,135.22,30,100.97,9,JPN,1,1,4.2,290,8,5.8,31.9,24.9,4.3,220,0.471,2.176
2,JPN,,OSAKA INTERNATIONAL,477710,34.78,135.43,15,101.14,9,JPN,1,-0.2,2.4,320,8,8.1,33.2,25,4.1,220,0.471,2.177
2,JPN,,OSAKA,477720,34.68,135.52,83,100.33,9,JPN,1,1.6,3.3,280,8,6.9,33.3,24.6,4.2,260,0.47,2.176
2,JPN,,KANSAI INTERNATIONA,477740,34.43,135.25,8,101.23,9,JPN,1,2.8,7,290,8,5.8,32,25.4,5.2,250,0.472,2.177
2,JPN,,SUMOTO,477760,34.33,134.9,112,99.99,9,JPN,1,1,3.6,300,8,6,30.8,25.2,2.2,180,0.468,2.183
2,JPN,,WAKAYAMA,477770,34.23,135.17,18,101.11,9,JPN,1,1.5,4,70,8,6.5,32.2,24.7,4.9,250,0.471,2.182
2,JPN,,SHIONOMISAKI,477780,33.45,135.75,76,100.42,9,JPN,1,2.9,4.8,310,8,4.4,29.7,25.7,4.5,260,0.466,2.243
2,JPN,,NARA,477800,34.7,135.83,106,100.06,9,JPN,1,-1.3,1.2,50,8,9.3,33,24.7,2.1,210,0.469,2.176
2,JPN,,YAMAGUCHI,477840,34.17,131.45,18,101.11,9,JPN,1,-0.9,1.3,70,8,7.7,32.7,25,3.2,220,0.466,2.218
2,JPN,,OZUKI AB,477870,34.05,131.05,7,101.24,9,JPN,1,0.8,3.3,0,8,6.2,31.2,25.8,5.3,120,0.466,2.224
2,JPN,,HOFU AB,477880,34.03,131.55,5,101.26,9,JPN,1,-1,2.7,10,8,6.7,31.5,26,4.4,200,0.455,2.237
2,JPN,,IZUHARA,478000,34.2,129.3,19,101.1,9,JPN,1,0.2,3.4,330,8,4.9,30.3,25.8,3.5,140,0.468,2.237
2,JPN,,ASHIYA AB,478030,33.88,130.65,33,100.93,9,JPN,1,0.2,4.4,170,8,6.3,31.2,25.8,5.2,100,0.466,2.224
2,JPN,,HIRADO,478050,33.37,129.55,59,100.62,9,JPN,1,2.3,5.9,320,8,4.7,29.9,25.9,3.7,180,0.467,2.232
2,JPN,,FUKUOKA,478070,33.58,130.38,15,101.14,9,JPN,1,2,3.1,140,8,6.2,32.6,25.3,4.3,350,0.466,2.211
2,JPN,,FUKUOKA AIRPORT,478080,33.58,130.45,12,101.18,9,JPN,1,1,3.5,150,8,6.9,32.9,25.4,5.1,310,0.466,2.211
2,JPN,,IIZUKA,478090,33.65,130.7,38,100.87,9,JPN,1,-0.6,1.4,170,8,7.6,32.6,25.5,3.4,90,0.465,2.211
2,JPN,,SASEBO,478120,33.15,129.73,6,101.25,9,JPN,1,1.5,2.7,80,8,5.9,32,25.3,3.9,260,0.469,2.226
2,JPN,,SAGA,478130,33.27,130.3,32,100.94,9,JPN,1,0.1,2.2,50,8,7.6,33.3,25.1,3.7,190,0.466,2.211
2,JPN,,HITA,478140,33.32,130.93,84,100.32,9,JPN,1,-2.3,0.8,30,8,9.8,34,24.7,3.3,280,0.452,2.231
2,JPN,,OITA,478150,33.23,131.62,13,101.17,9,JPN,1,0.7,2.9,180,8,7.1,32.3,25.1,3.8,10,0.456,2.238
2,JPN,,NAGASAKI,478170,32.73,129.87,35,100.91,9,JPN,1,2,2.3,70,8,5.7,31.7,25.3,3.1,230,0.451,2.284
2,JPN,,UNZENDAKE,478180,32.73,130.27,679,93.43,9,JPN,1,-3,3.6,300,8,5.8,27.3,22.6,2.6,290,0.413,2.327
2,JPN,,KUMAMOTO,478190,32.82,130.7,39,100.86,9,JPN,1,-0.4,1.6,10,8,7.8,33.4,25.1,3.6,230,0.449,2.264
2,JPN,,ASOSAN,478210,32.88,131.07,1144,88.32,9,JPN,1,-7.6,6.5,320,8,5.2,24.7,20.4,3.9,270,0.364,2.436
2,JPN,,NOBEOKA,478220,32.58,131.65,21,101.07,9,JPN,1,0.1,2,270,8,7.4,31.7,25.8,3.2,110,0.452,2.272
2,JPN,,AKUNE,478230,32.03,130.2,45,100.79,9,JPN,1,2.7,4.3,70,8,6.1,31.1,26,3.3,250,0.449,2.277
2,JPN,,HITOYOSHI,478240,32.22,130.75,147,99.57,9,JPN,1,-2.2,0.8,60,8,8.8,32.5,24.6,2.8,290,0.452,2.238
2,JPN,,KAGOSHIMA,478270,31.55,130.55,32,100.94,9,JPN,1,2.4,3.2,330,8,6,32.5,25.4,4.5,150,0.447,2.268
2,JPN,,MIYAKONOJO,478290,31.73,131.08,156,99.46,9,JPN,1,-1.2,1.1,350,8,7.9,32.2,24.7,3.2,210,0.441,2.304
2,JPN,,MIYAZAKI,478300,31.93,131.42,15,101.14,9,JPN,1,1.1,2.7,300,8,6.5,32.5,25.6,5.1,250,0.447,2.304
2,JPN,,MAKURAZAKI,478310,31.27,130.3,31,100.95,9,JPN,1,2.7,4,0,8,5.8,31.2,25.5,4.9,280,0.45,2.283
2,JPN,,ABURATSU,478350,31.58,131.4,15,101.14,9,JPN,1,2.6,4.7,320,8,6,31.9,25.9,5.6,230,0.445,2.302
2,JPN,,YAKUSHIMA,478360,30.38,130.67,38,100.87,9,JPN,1,7,6.6,290,8,5.7,30.9,26.1,4.2,330,0.448,2.325
2,JPN,,TANEGASHIMA,478370,30.73,130.98,18,101.11,9,JPN,1,7.1,7.2,330,8,4.7,31.2,26.5,4.1,260,0.442,2.349
2,JPN,,USHIBUKA,478380,31.72,130.03,14,101.16,9,JPN,1,3.4,2.3,10,8,5.9,32,25.7,3.9,280,0.45,2.289
2,JPN,,TSUIKI AB,478400,33.68,131.05,20,101.08,9,JPN,1,-1,3.4,250,8,6.9,31.2,25.9,5.3,60,0.454,2.236
2,JPN,,FUKUE,478430,32.7,128.83,26,101.01,9,JPN,1,2.1,3.2,210,8,5.8,30.7,25.7,4.2,190,0.469,2.251
2,JPN,,KANOYA AB,478500,31.37,130.83,68,100.51,9,JPN,1,1,1.5,20,8,6.5,31.8,25.9,5.3,250,0.447,2.276
2,JPN,,NYUTABARU AB,478540,32.08,131.45,82,100.34,9,JPN,1,0.1,3.1,270,8,6.2,31.2,25.7,5.3,230,0.45,2.272
2,JPN,,TOKUSHIMA AB,478810,34.13,134.62,11,101.19,9,JPN,1,1.1,4.9,270,8,6,31.2,25.4,4.6,0,0.472,2.188
2,JPN,,KOMATSUSHIMA AB,478840,34,134.63,6,101.25,9,JPN,1,2,6.1,300,8,6.2,31.8,25.6,5.5,160,0.472,2.188
2,JPN,,MATSUYAMA,478870,33.85,132.78,34,100.92,9,JPN,1,1,2.1,140,8,7,32.4,24.5,3.4,270,0.455,2.237
2,JPN,,TADOTSU,478900,34.28,133.75,5,101.26,9,JPN,1,1.1,2.3,150,8,6.9,32.7,24.7,3.5,270,0.472,2.176
2,JPN,,TAKAMATSU,478910,34.32,134.05,10,101.2,9,JPN,1,0.5,2.2,220,8,7,33.1,25,4,260,0.471,2.182
2,JPN,,UWAJIMA,478920,33.23,132.55,14,101.16,9,JPN,1,1.1,2.5,130,8,7.3,32.2,25.2,4.3,300,0.455,2.243
2,JPN,,KOCHI,478930,33.57,133.55,5,101.26,9,JPN,1,0.3,1.7,280,8,6.7,31.9,25,2.9,140,0.475,2.191
2,JPN,,TOKUSHIMA,478950,34.07,134.57,6,101.25,9,JPN,1,1.5,3.1,290,8,6.4,32.1,25.2,4.4,150,0.472,2.188
2,JPN,,SUKUMO,478970,32.92,132.7,11,101.19,9,JPN,1,1.3,2.5,60,8,6.1,30.9,25,4.1,250,0.451,2.283
2,JPN,,SHIMIZU,478980,32.72,133.02,33,100.93,9,JPN,1,3.1,3.4,350,8,3.7,30,25.8,3.3,260,0.446,2.323
2,JPN,,MUROTOMISAKI,478990,33.25,134.18,186,99.11,9,JPN,1,2.4,10.2,310,8,3.9,28.8,25.5,5.1,250,0.453,2.264
2,JPN,,NAZE,479090,28.38,129.5,8,101.23,9,JPN,1,10.4,2.8,170,7,5.5,32.2,26,3.2,170,0.433,2.333
2,JPN,,YONAGUNIJIMA,479120,24.47,123.02,36,100.89,9,JPN,1,13.8,10.8,10,7,4,31.2,26.7,5.3,210,0.425,2.394
2,JPN,,IRIOMOTEJIMA,479170,24.43,123.77,11,101.19,9,JPN,1,13.6,5.1,30,7,4.7,31.7,26.7,4.4,220,0.425,2.402
2,JPN,,ISHIGAKIJIMA,479180,24.33,124.17,6,101.25,9,JPN,1,13.7,5.2,20,7,3.9,32,26.6,5.3,210,0.42,2.424
2,JPN,,MIYAKOJIMA,479270,24.8,125.28,41,100.83,9,JPN,1,13.6,6,10,7,4.3,31.5,26.6,5.1,200,0.405,2.468
2,JPN,,KUMEJIMA,479290,26.33,126.8,5,101.26,9,JPN,1,11.7,3.1,330,7,4.5,31.8,26.9,4.1,230,0.419,2.423
2,JPN,,NAHA AIRPORT,479300,26.2,127.65,6,101.25,9,JPN,1,13,7.8,350,7,3.9,32,26.4,5.8,130,0.423,2.393
2,JPN,,KADENA AB,479310,26.35,127.77,48,100.75,9,JPN,1,10.9,3.7,60,7,5.4,32.8,26.9,5.4,240,0.422,2.393
2,JPN,,FUTENMA MCAF,479330,26.27,127.75,78,100.39,9,JPN,2,11.8,4.5,10,7,4.7,31.9,26.5,5,120,0.406,2.439
2,JPN,,NAHA,479360,26.2,127.68,53,100.69,9,JPN,1,12.7,6,0,7,4.2,31.7,26.2,5.6,90,0.422,2.393
2,JPN,,NAGO,479400,26.6,127.97,7,101.24,9,JPN,1,11.4,3.4,30,7,4.4,31.9,26.2,4.1,140,0.425,2.385
2,JPN,,OKINOERABU,479420,27.43,128.7,29,100.98,9,JPN,1,12.2,7.4,330,8,4.2,31.4,26.8,5.3,200,0.433,2.412
2,JPN,,MINAMIDAITOJIMA,479450,25.83,131.23,20,101.08,9,JPN,2,12.5,1.3,50,7,5,31.7,26.7,4.9,170,0.405,2.483
2,JPN,,CHICHIJIMA,479710,27.1,142.18,8,101.23,9,JPN,2,14.4,1.9,310,8,3.4,30.2,26.1,3.3,180,0.4,2.54
2,JPN,,IWOTO,479810,24.78,141.32,116,99.94,10,PCW,2,16.2,5.7,10,7,3.7,30.2,26,6.1,80,0.373,2.576
2,JPN,,MINAMITORISHIMA,479910,24.28,153.98,8,101.23,10,PCW,2,18.8,5.4,10,7,4.2,31.4,26.2,4.6,90,0.372,2.59
2,MMR,,YANGON,480970,16.77,96.17,33,100.93,6.5,MYR,1,18.5,1.3,0,4,11.5,37.1,25.4,2.9,270,0.566,1.899
2,THA,,MAE HONG SON,483000,19.3,97.83,269,98.13,7,SEA,1,13.7,0,80,4,14.4,37.8,23.4,1.3,230,0.604,1.795
2,THA,,CHIANG RAI,483030,19.97,99.88,393,96.69,7,SEA,12,11.9,0,10,6,7,35.1,22.7,1.8,180,0.465,2.179
2,THA,,PHAYAO,483100,19.13,99.9,399,96.62,7,SEA,12,12.5,0,0,4,11.7,35.9,22.8,1.1,0,0.611,1.756
2,THA,,THA WANG PHA,483150,19.12,100.8,236,98.52,7,SEA,12,12.7,0,0,4,12.9,36.4,25.2,1.2,0,0.632,1.723
2,THA,,MAE SARIANG,483250,18.17,97.93,213,98.79,7,SEA,1,12.8,0,0,4,13.9,37.1,23.6,1.2,0,0.578,1.867
2,THA,,CHIANG MAI,483270,18.78,98.98,313,97.62,7,SEA,12,13.9,0.3,250,4,13,36.7,22.7,3,190,0.587,1.835
2,THA,,LAMPANG,483280,18.28,99.52,242,98.45,7,SEA,12,13.9,0,0,4,13.5,37.9,23.6,1.5,0,0.62,1.76
2,THA,,LAMPHUN,483290,18.57,99.03,298,97.8,7,SEA,12,13.6,0,0,4,13.2,37.6,23,1.8,0,0.604,1.797
2,THA,,PHRAE,483300,18.17,100.17,162,99.39,7,SEA,12,14.4,0,80,4,12.2,37.2,25,2,210,0.62,1.76
2,THA,,NAN,483310,18.77,100.77,201,98.93,7,SEA,12,13.3,0,0,4,12.9,37,25,1,0,0.618,1.758
2,THA,,UTTARADIT,483510,17.62,100.1,64,100.56,7,SEA,12,17,0.1,0,4,11.7,37.5,26,1.2,0,0.592,1.836
2,THA,,NONG KHAI,483520,17.87,102.72,175,99.24,7,SEA,12,15.3,0.2,90,4,10.2,36.6,25.4,1.3,270,0.587,1.845
2,THA,,LOEI,483530,17.45,101.73,254,98.31,7,SEA,12,13.4,0.1,330,4,11.6,36.5,23.1,2.5,180,0.569,1.888
2,THA,,UDON THANI,483540,17.38,102.8,182,99.16,7,SEA,12,15.2,0.3,280,4,10.6,37.1,24.3,1.8,180,0.588,1.845
2,THA,,SAKON NAKHON,483560,17.15,104.13,172,99.28,7,SEA,12,14.4,0.2,120,4,9.6,36.2,24.8,2.2,210,0.573,1.883
2,THA,,NAKHON PHANOM,483570,17.42,104.78,148,99.56,7,SEA,12,14.9,0.1,60,4,9.4,35.6,25.6,1.1,120,0.575,1.89
2,THA,,LOMSAK,483740,16.77,101.25,145,99.6,7,SEA,1,16.3,0,0,4,11.1,36.3,25.6,1.4,0,0.549,1.966
2,THA,,MAE SOT,483750,16.67,98.55,197,98.98,7,SEA,12,14.5,0,30,4,12,35.9,24.1,3,270,0.529,2.011
2,THA,,TAK,483760,16.88,99.15,124,99.84,7,SEA,12,16,0,90,4,10.9,38.4,23.6,1.6,270,0.565,1.902
2,THA,,BHUMIBOL DAM,483770,17.25,99.02,144,99.61,7,SEA,12,16.3,0,0,4,11.4,38,24.5,0.9,0,0.575,1.877
2,THA,,PHITSANULOK,483780,16.78,100.27,45,100.79,7,SEA,12,17.9,0.1,20,4,10.4,36.9,25.6,1.8,210,0.576,1.87
2,THA,,PHETCHABUN,483790,16.43,101.15,116,99.94,7,SEA,12,16,0.2,10,4,11.3,37.1,25.7,2.2,180,0.564,1.922
2,THA,,KAM PAENG PHET,483800,16.48,99.53,81,100.36,7,SEA,12,17.6,0,0,4,10.9,36.8,26,0.7,0,0.566,1.903
2,THA,,KHON KAEN,483810,16.43,102.83,166,99.35,7,SEA,12,16.1,1.2,10,4,10,37,24.4,2.6,180,0.563,1.917
2,THA,,KOSUMPHISAI,483820,16.23,103.07,154,99.49,7,SEA,1,16.3,0.9,0,4,10.1,37,26.5,2.3,0,0.574,1.885
2,THA,,MUKDAHAN,483830,16.53,104.72,139,99.67,7,SEA,12,15,0.9,50,4,10.1,36.7,25,1.6,240,0.56,1.931
2,THA,,UMPHANG,483850,16.02,98.87,457,95.95,7,SEA,12,11.1,0,0,4,13.4,34.4,21.4,1,0,0.489,2.113
2,THA,,NAKHON SAWAN,484000,15.8,100.17,35,100.91,7,SEA,12,17.8,0.1,0,4,10.6,37.7,25.5,2,180,0.554,1.945
2,THA,,CHAIYAPHUM,484030,15.8,102.03,183,99.15,7,SEA,12,17.2,0.5,50,4,10.3,36.9,24.6,1.8,230,0.548,1.962
2,THA,,ROI ET,484050,16.05,103.68,142,99.63,7,SEA,12,15.9,0.7,30,4,9.9,36.5,24.7,2.1,210,0.566,1.912
2,THA,,UBON RATCHATHANI,484070,15.25,104.87,127,99.81,7,SEA,12,16.8,2.6,20,4,10.2,36.5,25.5,2.2,180,0.545,1.973
2,THA,,WICHIAN BURI,484130,15.63,101.12,69,100.5,7,SEA,12,17.4,0.1,0,4,10.8,37.3,25.5,2.1,0,0.55,1.961
2,THA,,THA TUM,484160,15.32,103.68,129,99.78,7,SEA,12,16.6,0.6,50,4,10,37,25.7,1.5,180,0.567,1.913
2,THA,,BUA CHUM,484180,15.27,101.18,50,100.73,7,SEA,12,16.9,0.3,80,4,10.7,37.4,25.8,2.8,210,0.567,1.918
2,THA,,THONG PHA PHUM,484210,14.75,98.63,99,100.14,7,SEA,12,16.3,0,0,4,12.3,37.2,25.2,1.3,0,0.511,2.084
2,THA,,SUPHAN BURI,484250,14.47,100.13,8,101.23,7,SEA,12,19.3,0.8,0,4,9.8,36.6,26.2,2.2,180,0.557,1.946
2,THA,,LOP BURI,484260,14.8,100.62,11,101.19,7,SEA,12,19.9,0.7,60,4,9.6,36.5,25.8,1.6,180,0.556,1.947
2,THA,,PRACHIN BURI,484300,14.05,101.37,6,101.25,7,SEA,12,20.2,1.1,90,4,9.8,36.5,26.6,1.2,180,0.538,2.01
2,THA,,NAKHON RATCHASIMA,484310,14.97,102.08,188,99.09,7,SEA,12,17.2,0.6,60,4,10.2,36.9,24.8,1.7,240,0.533,2.009
2,THA,,SURIN,484320,14.88,103.5,147,99.57,7,SEA,12,16.8,1.1,30,4,9.7,36.2,24.9,2,210,0.534,2.003
2,THA,,KANCHANABURI,484500,14.02,99.53,29,100.98,7,SEA,12,18.7,0.1,250,4,10.5,37.7,24.8,1.7,120,0.56,1.949
2,THA,,BANGKOK METROPOLIS,484550,13.73,100.57,4,101.28,7,SEA,12,21.1,0.7,60,4,7.1,35.2,26.4,2.5,180,0.558,1.959
2,THA,,DON MUANG,484560,13.92,100.6,12,101.18,7,SEA,12,20.9,1.9,350,4,9.2,36.3,26.4,4,190,0.558,1.954
2,THA,,CHON BURI,484590,13.37,100.98,2,101.3,7,SEA,12,21.1,2,90,4,7.3,35,25.9,2.9,240,0.554,1.974
2,THA,,KO SICHANG,484600,13.17,100.8,26,101.01,7,SEA,12,22.3,2.7,60,4,4.6,32.9,26.8,2.8,240,0.543,2.01
2,THA,,PHATTHAYA,484610,12.92,100.87,61,100.59,7,SEA,12,22,4.9,40,4,5.2,32.9,26.5,3.8,210,0.519,2.082
2,THA,,ARANYAPRATHET,484620,13.7,102.58,49,100.74,7,SEA,12,19.2,0.6,30,4,9.8,36.6,25.9,1.9,270,0.514,2.079
2,THA,,PHETCHABURI,484650,13.15,100.07,4,101.28,7,SEA,12,20.4,1,330,4,6.2,33.6,27.1,2.6,150,0.545,2.011
2,THA,,HUA HIN,484750,12.58,99.95,6,101.25,7,SEA,12,21.6,1.1,290,4,6.7,34.2,26.4,2.8,270,0.516,2.113
2,THA,,SATTAHIP,484770,12.68,100.98,18,101.11,7,SEA,12,20.4,2,350,4,5.5,33.8,26.7,3.4,180,0.506,2.139
2,THA,,RAYONG,484780,12.63,101.35,5,101.26,7,SEA,12,20.8,1.7,0,4,6.8,34.6,27.6,1.9,180,0.505,2.133
2,THA,,CHANTHABURI,484800,12.6,102.12,4,101.28,7,SEA,12,20.7,1.9,40,4,7.9,33.7,26,1.5,180,0.499,2.143
2,THA,,PRACHUAP KHIRIKHAN,485000,11.82,99.82,5,101.26,7,SEA,12,20.1,0.4,330,4,7.8,34.5,27.2,3.1,150,0.485,2.221
